,Unnamed: 0.1,Unnamed: 0,subject,name,uid,description,description_NER
9721,9721,18129,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcCableSegmentFIBERSEGMENT/InUse,InUse,InUse,Indicates whether the fiber has been assigned to some specific use.,fiber
9722,9722,18130,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricFlowStorageDeviceINDUCTOR/NumberOfPhases,NumberOfPhases,NumberOfPhases,Number of phases that the equipment operates on.,"Number, equipment"
9723,9723,18131,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricFlowStorageDeviceINDUCTOR/Inductance,Inductance,Inductance,Measure of the Inductance.,
9724,9724,18132,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AssessmentType,AssessmentType,AssessmentType,Category of latest condition assessment report of the asset.,asset
9725,9725,18133,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/MonitoringType,MonitoringType,MonitoringType,Monitoring strategy chosen for the asset,asset
9726,9726,18134,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/MeanTimeToRepair,MeanTimeToRepair,MeanTimeToRepair,Mean time to repair.,repair
9727,9727,18135,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AssessmentDescription,AssessmentDescription,AssessmentDescription,Qualitative description of the condition.,"description, condition"
9728,9728,18136,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/PerformanceMaintenanceLevel,PerformanceMaintenanceLevel,PerformanceMaintenanceLevel,Performance level at which maintenance takes place,"Performance level, maintenance"
9729,9729,18137,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/InstallationDate,InstallationDate,InstallationDate,Date on which the element is installed.,element
9730,9730,18138,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/ConditionReplacementLevel,ConditionReplacementLevel,ConditionReplacementLevel,Condition that will trigger a replacement process,"Condition, replacement"
9731,9731,18139,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AssessmentCondition,AssessmentCondition,AssessmentCondition,"The overall condition of a product based on an assessment of the contributions to the overall condition made by the various criteria considered. The meanings given to the values of assessed condition should be agreed and documented by local agreements. For instance, is overall condition measured on a scale of 1 - 10 or by assigning names such as Good, OK, Poor.","overall condition, product, overall condition, values, overall condition"
9732,9732,18140,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/DurationTargetPerformance,DurationTargetPerformance,DurationTargetPerformance,Target time to failure of the asset,"failure, asset"
9733,9733,18141,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AssetFrailty,AssetFrailty,AssetFrailty,Rating of the asset's frailty to breakage or deterioration,deterioration
9734,9734,18142,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AccidentResponse,AccidentResponse,AccidentResponse,Accident response chosen for the asset,asset
9735,9735,18143,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/ConditionDisposalLevel,ConditionDisposalLevel,ConditionDisposalLevel,Condition that will trigger a disposal process,"Condition, disposal"
9736,9736,18144,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/DurationMaintenanceLevel,DurationMaintenanceLevel,DurationMaintenanceLevel,Duration interval at which maintenance is performed,"Duration interval, maintenance"
9737,9737,18145,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/TargetPerformance,TargetPerformance,TargetPerformance,Target capacity or performance of the asset. Units of the performance value are specified through the propertyValue units attribute.,asset
9738,9738,18146,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/ReplacementLevel,ReplacementLevel,ReplacementLevel,Performance level at which replacement takes place,"Performance level, replacement"
9739,9739,18147,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/ConditionTargetPerformance,ConditionTargetPerformance,ConditionTargetPerformance,Target condition of the asset,asset
9740,9740,18148,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/RepairContent,RepairContent,RepairContent,"Content of repair, reason and nature can be given, e.g. display faults, communication failure, display exchange.",repair
9741,9741,18149,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AssessmentDate,AssessmentDate,AssessmentDate,Date on which the overall condition is assessed,"Date, overall condition"
9742,9742,18150,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/LastAssessmentReport,LastAssessmentReport,LastAssessmentReport,Reference to latest condition (state of health) report.,condition
9743,9743,18151,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AssetPriority,AssetPriority,AssetPriority,Combined criticality and frailty rating indicating the operational and maintenance priority of the asset,asset
9744,9744,18152,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/PutIntoOperationDate,PutIntoOperationDate,PutIntoOperationDate,Date on which the element is put into operation.,element
9745,9745,18153,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/DisposalLevel,DisposalLevel,DisposalLevel,Performance level at which disposal takes place,"Performance level, disposal"
9746,9746,18154,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AssessmentFrequency,AssessmentFrequency,AssessmentFrequency,"Indicates how often the equipment should be assessed, to have a clear estimation on its working state, based on which the maintenance staff can decide whether it requires maintenance or requires to be updated or replaced.","equipment, maintenance"
9747,9747,18155,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AssetCriticality,AssetCriticality,AssetCriticality,Rating of the asset's criticality to the operation of the facility,"operation, facility"
9748,9748,18156,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/ConditionMaintenanceLevel,ConditionMaintenanceLevel,ConditionMaintenanceLevel,Condition that will trigger maintenance,Condition
9749,9749,18157,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/AcceptanceDate,AcceptanceDate,AcceptanceDate,Date on which the element is accepted by the manager or administrator.,"Date, element"
9750,9750,18158,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/RepairDate,RepairDate,RepairDate,Date on which the last repair is done on the asset.,asset
9751,9751,18159,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/DurationReplacementLevel,DurationReplacementLevel,DurationReplacementLevel,Duration interval at which replacement is performed,"Duration interval, replacement"
9752,9752,18160,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/NextAssessmentDate,NextAssessmentDate,NextAssessmentDate,Date of next condition inspection,Date
9753,9753,18161,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSystem/DurationDisposalLevel,DurationDisposalLevel,DurationDisposalLevel,Duration interval at which disposal is performed,"Duration interval, disposal"
9754,9754,18162,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMobileTelecommunicationsApplianceREMOTEUNIT/RUConnectionType,RUConnectionType,RUConnectionType,Indicate the connection type between the remote unit and the master unit.,master unit
9755,9755,18163,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMobileTelecommunicationsApplianceREMOTEUNIT/NumberOfAntennas,NumberOfAntennas,NumberOfAntennas,Indicates the number of antennas integrated in the device.,"number, device"
9756,9756,18164,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/TrippingCurveType,TrippingCurveType,TrippingCurveType,The type of tripping curve that is represented by the property set.,"type, property set"
9757,9757,18165,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/ShortTimeCurrentSetValue,ShortTimeCurrentSetValue,ShortTimeCurrentSetValue,Short time current set value. The set value of the long time tripping current if adjustable.,"set value, adjustable"
9758,9758,18166,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/GroundFaultCurrentSetValue,GroundFaultCurrentSetValue,GroundFaultCurrentSetValue,Ground fault current set value. The set value of the ground tripping current if adjustable.,set value
9759,9759,18167,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/Status,Status,Status,The status currently assigned to the permit.,"status, permit"
9760,9760,18168,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/GroundFaultTrippingTime,GroundFaultTrippingTime,GroundFaultTrippingTime,Ground fault tripping time. The set value of the ground fault tripping current if adjustable.,"set value, adjustable"
9761,9761,18169,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/VoltageLevel,VoltageLevel,VoltageLevel,The voltage levels for which the data of the instance is valid. More than one value may be selected in the enumeration.,"instance, value, enumeration"
9762,9762,18170,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/LongTimeCurrentSetValue,LongTimeCurrentSetValue,LongTimeCurrentSetValue,Long time current set value. The set value of the long time tripping current if adjustable.,"set value, adjustable"
9763,9763,18171,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/LongTimeFunction,LongTimeFunction,LongTimeFunction,"Applying long time function
A flag indicating that the long time function (i.e. the thermal tripping) of the device is used. The value should be set to TRUE for all devices except those that allows the Long time function of the device not to be used.","flag, device, value, TRUE, devices, device"
9764,9764,18173,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/NominalCurrent,NominalCurrent,NominalCurrent,The nominal current that is designed to be measured.,
9765,9765,18174,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDevice/ShortTimei2tFunction,ShortTimei2tFunction,ShortTimei2tFunction,Applying short time i2t function. A flag indicating that the I2t short time function of the device is used. The value should be set to TRUE only if the I2t function  is explicitly selected for the device.,"flag, device, value, TRUE, selected, device"
