,subject,name,uid,description
25455,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.25/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25456,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/28.12/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25457,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/28.12/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25458,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.33/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25459,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.33/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25460,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.62/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25461,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.62/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25462,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/64.25/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25463,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/64.25/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25464,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.44/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25465,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.44/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25466,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.73/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25467,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.73/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25468,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/57.71/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25469,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/57.71/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25470,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/22.21/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25471,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/22.21/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25472,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/52.21/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25473,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/52.21/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25474,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/82.21/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25475,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/82.21/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25476,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/52.32/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25477,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/52.32/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25478,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/44.11/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25479,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/44.11/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25480,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/74.11/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25481,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/74.11/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25482,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/44.22/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25483,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/44.22/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25484,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/74.22/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25485,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/74.22/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25486,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/72.14/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25487,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/72.14/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25488,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.12/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25489,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.12/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25490,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.41/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25491,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.41/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25492,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.15/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25493,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.15/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25494,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.15/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25495,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.15/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25496,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.52/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25497,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.52/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25498,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.34/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25499,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.34/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25500,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.63/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25501,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.63/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25502,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/64.26/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25503,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/64.26/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25504,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/57.61/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25505,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/57.61/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25506,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.74/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25507,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.74/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
